dataset,mode,target,model,seed,fold,train_r2,train_rmse,train_nrmse,train_mae,test_r2,test_rmse,test_nrmse,test_mae
Dataset_3772,single_output,Hardness (HV),xgboost,7,2,0.9907566905021667,0.5165620438977009,0.02582810115208336,0.4089515805244446,0.8653327822685242,2.110038709421021,0.13187741947785248,1.7309733629226685
Dataset_3772,single_output,Hardness (HV),xgboost,7,3,0.9810747504234314,0.7621088838404603,0.036290900649368754,0.5534149408340454,0.9297662973403931,1.5443705311629117,0.09084532525515461,1.3752812147140503
Dataset_3772,single_output,Hardness (HV),xgboost,7,4,0.9802185297012329,0.8425404391219369,0.040120974346980844,0.6403066515922546,0.9688249826431274,0.6260307633714123,0.056911885682207904,0.5870404839515686
Dataset_3772,single_output,Hardness (HV),xgboost,2024,0,0.9852332472801208,0.6259611844987307,0.029807675253927628,0.48449844121932983,0.7578046321868896,2.6272740277973807,0.17515159908819547,2.239595413208008
Dataset_3772,single_output,Hardness (HV),xgboost,2024,1,0.9832804203033447,0.762279362884614,0.03629901848580509,0.5572346448898315,0.941784679889679,0.9882267571303933,0.0705876247460034,0.8556169867515564
Dataset_3772,single_output,Hardness (HV),xgboost,2024,2,0.9811423420906067,0.8066122498035863,0.03841010671841802,0.595153272151947,0.8491213917732239,1.3084381466488804,0.11894891723100845,1.1728581190109253
Dataset_3772,single_output,Hardness (HV),xgboost,2024,3,0.9904516339302063,0.5072432628727536,0.028180181088356862,0.4001961946487427,0.8492479920387268,2.351951490907556,0.14699696472254378,1.6582499742507935
Dataset_3772,single_output,Hardness (HV),xgboost,2024,4,0.9874111413955688,0.6316024136471184,0.031580120589402745,0.5116487741470337,0.888965368270874,1.8151536786091649,0.11344710420615355,1.3090951442718506
Dataset_3772,single_output,Hardness (HV),xgboost,99,0,0.9951935410499573,0.41268051489222474,0.019651452521477177,0.3565126061439514,0.637158989906311,2.293729327781719,0.20852084920689704,1.2967872619628906
Dataset_3772,single_output,Hardness (HV),xgboost,99,1,0.9824113249778748,0.7048045761056724,0.03356212133186438,0.5524376034736633,0.940520167350769,1.4365188733410243,0.08450111227820026,1.1153706312179565
